[2023-05-26 20:19:23,111][root][INFO] - Model saved as :2305262019
[2023-05-26 20:19:23,112][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.1}
[2023-05-26 20:19:23,112][root][INFO] - {'_partial_': True, '_target_': 'scr.losses.lovasz_hinge'}
[2023-05-26 20:19:23,112][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': True, 'lr': 0.1, 'weight_decay': 0.9}
[2023-05-26 20:29:21,952][scr.models_trainer][INFO] - Epoch_0: trainLoss = 8.968598012774859e+26: valLoss = 2.0190434574542786e+27: valMetric = 0.0; test_loss = 2.1073973430586871e+27; testMetric = 0.0
[2023-05-26 20:39:19,590][scr.models_trainer][INFO] - Epoch_1: trainLoss = 2.324381280756328e+27: valLoss = 1.0184882746255183e+27: valMetric = 0.0; test_loss = 1.490901393246471e+27; testMetric = 0.0
[2023-05-26 20:49:02,226][scr.models_trainer][INFO] - Epoch_2: trainLoss = 3.776535297791583e+27: valLoss = 7.248310569527776e+27: valMetric = 0.0; test_loss = 7.903511601888829e+27; testMetric = 0.0
[2023-05-26 20:58:34,433][scr.models_trainer][INFO] - Epoch_3: trainLoss = 5.161559227959527e+27: valLoss = 4.996102444253793e+27: valMetric = 0.0; test_loss = 5.971832184318515e+27; testMetric = 0.0
[2023-05-26 21:07:12,641][scr.models_trainer][INFO] - Epoch_4: trainLoss = 6.529289016595907e+27: valLoss = 1.0917424598590672e+28: valMetric = 0.0; test_loss = 1.1661818570084308e+28; testMetric = 0.0
[2023-05-26 21:15:14,005][scr.models_trainer][INFO] - Epoch_5: trainLoss = 7.908496228654738e+27: valLoss = 9.631022697103932e+27: valMetric = 0.0; test_loss = 1.0019962110265267e+28; testMetric = 0.0
[2023-05-26 21:23:10,173][scr.models_trainer][INFO] - Epoch_6: trainLoss = 9.265683054436044e+27: valLoss = 1.3881262934801015e+28: valMetric = 0.0; test_loss = 1.5375115793756004e+28; testMetric = 0.0
[2023-05-26 21:31:58,038][scr.models_trainer][INFO] - Epoch_7: trainLoss = 1.0745436510317903e+28: valLoss = 1.3677040025616606e+28: valMetric = 0.0; test_loss = 1.6456549308442291e+28; testMetric = 0.0
[2023-05-26 21:41:48,763][scr.models_trainer][INFO] - Epoch_8: trainLoss = 1.2095687935669724e+28: valLoss = 1.14370604223722e+28: valMetric = 0.0; test_loss = 1.3439994402572724e+28; testMetric = 0.0
[2023-05-26 21:52:12,803][scr.models_trainer][INFO] - Epoch_9: trainLoss = 1.3476236824405665e+28: valLoss = 1.118699723477062e+28: valMetric = 0.0; test_loss = 1.1397451405087239e+28; testMetric = 0.0
[2023-05-26 22:03:10,292][scr.models_trainer][INFO] - Epoch_10: trainLoss = 1.4911924610001235e+28: valLoss = 3.165238298546644e+28: valMetric = 0.0; test_loss = 4.22009636319599e+28; testMetric = 0.0
[2023-05-26 22:14:06,082][scr.models_trainer][INFO] - Epoch_11: trainLoss = 1.6274758590787978e+28: valLoss = 2.340827451640569e+28: valMetric = 0.0; test_loss = 2.8061122495140235e+28; testMetric = 0.0
[2023-05-26 22:25:05,796][scr.models_trainer][INFO] - Epoch_12: trainLoss = 1.7543417554944067e+28: valLoss = 2.1666292180365795e+28: valMetric = 0.0; test_loss = 2.279060908731166e+28; testMetric = 0.0
[2023-05-26 22:36:17,460][scr.models_trainer][INFO] - Epoch_13: trainLoss = 1.9057897760872103e+28: valLoss = 2.005517726862129e+28: valMetric = 0.0; test_loss = 2.1055626417942413e+28; testMetric = 0.0
[2023-05-26 22:47:19,420][scr.models_trainer][INFO] - Epoch_14: trainLoss = 2.064157990030029e+28: valLoss = 3.1929912451358805e+28: valMetric = 0.0; test_loss = 3.636342007895143e+28; testMetric = 0.0
[2023-05-26 22:58:28,160][scr.models_trainer][INFO] - Epoch_15: trainLoss = 2.1913422512648716e+28: valLoss = 2.9570360692621875e+28: valMetric = 0.0; test_loss = 3.179836905444267e+28; testMetric = 0.0
[2023-05-26 23:09:31,768][scr.models_trainer][INFO] - Epoch_16: trainLoss = 2.320946539322329e+28: valLoss = 3.6379152005355596e+28: valMetric = 0.0; test_loss = 4.192310342185699e+28; testMetric = 0.0
[2023-05-26 23:20:34,568][scr.models_trainer][INFO] - Epoch_17: trainLoss = 2.482059944752881e+28: valLoss = 2.9700936166694917e+28: valMetric = 0.0; test_loss = 3.147954909398178e+28; testMetric = 0.0
[2023-05-26 23:31:34,324][scr.models_trainer][INFO] - Epoch_18: trainLoss = 2.6186742022141976e+28: valLoss = 7.593037809981697e+27: valMetric = 0.0; test_loss = 8.587447127829154e+27; testMetric = 0.0
[2023-05-26 23:42:46,606][scr.models_trainer][INFO] - Epoch_19: trainLoss = 2.7455239293768866e+28: valLoss = 5.726533584165852e+28: valMetric = 0.0; test_loss = 7.85645150485555e+28; testMetric = 0.0
