[2023-05-31 16:39:44,271][root][INFO] - Model saved as :2305311639
[2023-05-31 16:39:44,271][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.1}
[2023-05-31 16:39:44,271][root][INFO] - {'_partial_': True, '_target_': 'torch.nn.init.kaiming_normal_'}
[2023-05-31 16:39:44,271][root][INFO] - {'_partial_': True, '_target_': 'torch.nn.functional.binary_cross_entropy_with_logits'}
[2023-05-31 16:39:44,271][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': False, 'lr': 1e-06, 'weight_decay': 0.9}
[2023-05-31 16:51:04,774][scr.models_trainer][INFO] - Epoch_0: trainLoss = 0.6315664235019285: valLoss = 0.09379872223916273: valMetric = 0.0; test_loss = 0.02080868187528852; testMetric = 0.0
[2023-05-31 17:02:25,014][scr.models_trainer][INFO] - Epoch_1: trainLoss = 0.4885755778221489: valLoss = 0.04943099730226005: valMetric = 0.0; test_loss = 0.0312191846008188; testMetric = 0.0
[2023-05-31 17:13:42,054][scr.models_trainer][INFO] - Epoch_2: trainLoss = 0.3802404056766916: valLoss = 0.036258119936063635: valMetric = 0.0; test_loss = 0.010499259693980483; testMetric = 0.0
[2023-05-31 17:24:58,298][scr.models_trainer][INFO] - Epoch_3: trainLoss = 0.3307939050778892: valLoss = 0.03381094650737307: valMetric = 0.0; test_loss = 0.011890326107926999; testMetric = 0.0
[2023-05-31 17:36:14,124][scr.models_trainer][INFO] - Epoch_4: trainLoss = 0.3127019746751217: valLoss = 0.027991378110056787: valMetric = 0.0; test_loss = 0.011372795264573401; testMetric = 0.0
[2023-05-31 17:47:28,790][scr.models_trainer][INFO] - Epoch_5: trainLoss = 0.30390770011782814: valLoss = 0.030230766299320328: valMetric = 0.0; test_loss = 0.010729564982674284; testMetric = 0.0
[2023-05-31 17:58:43,299][scr.models_trainer][INFO] - Epoch_6: trainLoss = 0.30188211663061104: valLoss = 0.027752202446197416: valMetric = 0.0; test_loss = 0.011768298878450878; testMetric = 0.0
[2023-05-31 18:09:57,130][scr.models_trainer][INFO] - Epoch_7: trainLoss = 0.30341906631820037: valLoss = 0.01768811332561593: valMetric = 0.0; test_loss = 0.02105373636420284; testMetric = 0.0
[2023-05-31 18:21:11,120][scr.models_trainer][INFO] - Epoch_8: trainLoss = 0.3041446024362346: valLoss = 0.036177594291530675: valMetric = 0.0; test_loss = 0.009880093330139061; testMetric = 0.0
[2023-05-31 18:32:24,878][scr.models_trainer][INFO] - Epoch_9: trainLoss = 0.3050659239827298: valLoss = 0.02700305198135473: valMetric = 0.0; test_loss = 0.011317691481963266; testMetric = 0.0
[2023-05-31 18:46:44,702][scr.models_trainer][INFO] - Epoch_10: trainLoss = 0.3063193415570874: valLoss = 0.0164375265044953: valMetric = 0.0; test_loss = 0.011419855137189319; testMetric = 0.0
[2023-05-31 19:09:18,991][scr.models_trainer][INFO] - Epoch_11: trainLoss = 0.30562776525087937: valLoss = 0.018468221377170514: valMetric = 0.0; test_loss = 0.009444043515291664; testMetric = 0.0
[2023-05-31 19:31:54,555][scr.models_trainer][INFO] - Epoch_12: trainLoss = 0.3077891090996511: valLoss = 0.025508760959036935: valMetric = 0.0; test_loss = 0.012957793570032143; testMetric = 0.0
[2023-05-31 19:54:31,746][scr.models_trainer][INFO] - Epoch_13: trainLoss = 0.3110441297500536: valLoss = 0.04919637038353415: valMetric = 0.0; test_loss = 0.013438217656325182; testMetric = 0.0
[2023-05-31 20:17:05,170][scr.models_trainer][INFO] - Epoch_14: trainLoss = 0.3136064335558371: valLoss = 0.028445667056427388: valMetric = 0.0; test_loss = 0.011204024066371079; testMetric = 0.0
[2023-05-31 20:39:37,669][scr.models_trainer][INFO] - Epoch_15: trainLoss = 0.3147479551362401: valLoss = 0.02169643891991152: valMetric = 0.0; test_loss = 0.02495391956680188; testMetric = 0.0
[2023-05-31 21:02:11,936][scr.models_trainer][INFO] - Epoch_16: trainLoss = 0.31660740923661235: valLoss = 0.01157045159239352: valMetric = 0.0; test_loss = 0.008043149147072524; testMetric = 0.0
[2023-05-31 21:24:09,910][scr.models_trainer][INFO] - Epoch_17: trainLoss = 0.3200114520658925: valLoss = 0.016144041869669053: valMetric = 0.0; test_loss = 0.010789127459117611; testMetric = 0.0
[2023-05-31 21:46:41,755][scr.models_trainer][INFO] - Epoch_18: trainLoss = 0.3228002304224248: valLoss = 0.03519118005833086: valMetric = 0.0; test_loss = 0.016307798192948603; testMetric = 0.0
[2023-05-31 22:09:13,801][scr.models_trainer][INFO] - Epoch_19: trainLoss = 0.3296846596256543: valLoss = 0.027780054985052795: valMetric = 0.0; test_loss = 0.0190539811810595; testMetric = 0.0
[2023-05-31 22:31:47,017][scr.models_trainer][INFO] - Epoch_20: trainLoss = 0.33316454193249573: valLoss = 0.019285274086369472: valMetric = 0.0; test_loss = 0.00878636972109754; testMetric = 0.0
[2023-05-31 22:54:20,869][scr.models_trainer][INFO] - Epoch_21: trainLoss = 0.3387927447517131: valLoss = 0.06852226139852936: valMetric = 0.0; test_loss = 0.013316538194236014; testMetric = 0.0
[2023-05-31 23:16:55,516][scr.models_trainer][INFO] - Epoch_22: trainLoss = 0.3386377618641617: valLoss = 0.03678664218790453: valMetric = 0.0; test_loss = 0.009736430146793802; testMetric = 0.0
[2023-05-31 23:39:28,156][scr.models_trainer][INFO] - Epoch_23: trainLoss = 0.34536776779377976: valLoss = 0.016806439738134973: valMetric = 0.0; test_loss = 0.06688525305695034; testMetric = 0.0
[2023-06-01 00:02:00,244][scr.models_trainer][INFO] - Epoch_24: trainLoss = 0.34782992880921315: valLoss = 0.06733300627348887: valMetric = 0.0; test_loss = 0.013161048089386895; testMetric = 0.0
[2023-06-01 00:24:32,925][scr.models_trainer][INFO] - Epoch_25: trainLoss = 0.35147128999441074: valLoss = 0.02837750635332286: valMetric = 0.0; test_loss = 0.008439817010574708; testMetric = 0.0
[2023-06-01 00:47:06,206][scr.models_trainer][INFO] - Epoch_26: trainLoss = 0.3558380835651936: valLoss = 0.05978690939145411: valMetric = 0.0; test_loss = 0.021336820993123444; testMetric = 0.0
[2023-06-01 01:09:38,872][scr.models_trainer][INFO] - Epoch_27: trainLoss = 0.3604602750333616: valLoss = 0.012406429463620684: valMetric = 0.0; test_loss = 0.007506154044416949; testMetric = 0.0
[2023-06-01 01:32:12,601][scr.models_trainer][INFO] - Epoch_28: trainLoss = 0.3654018527689173: valLoss = 0.043239193447995955: valMetric = 0.0; test_loss = 0.01013531935989574; testMetric = 0.0
[2023-06-01 01:54:46,305][scr.models_trainer][INFO] - Epoch_29: trainLoss = 0.3716761601499101: valLoss = 0.04140864902327721: valMetric = 0.0; test_loss = 0.01013478207096341; testMetric = 0.0
[2023-06-01 02:17:20,044][scr.models_trainer][INFO] - Epoch_30: trainLoss = 0.38302448342451656: valLoss = 0.0863289660091115: valMetric = 0.0; test_loss = 0.020003548155987767; testMetric = 0.0
[2023-06-01 02:39:53,458][scr.models_trainer][INFO] - Epoch_31: trainLoss = 0.38854167375978566: valLoss = 0.056721655717131114: valMetric = 0.0; test_loss = 0.046631720648812394; testMetric = 0.0
[2023-06-01 03:02:26,199][scr.models_trainer][INFO] - Epoch_32: trainLoss = 0.39921469523816927: valLoss = 0.11023378201204674: valMetric = 0.0; test_loss = 0.035107257800908495; testMetric = 0.0
[2023-06-01 03:24:59,742][scr.models_trainer][INFO] - Epoch_33: trainLoss = 0.41347287936315374: valLoss = 0.09042338697510094: valMetric = 0.0; test_loss = 0.11644425641030207; testMetric = 0.0
[2023-06-01 03:47:32,780][scr.models_trainer][INFO] - Epoch_34: trainLoss = 0.43474320759334323: valLoss = 0.12895376960418903: valMetric = 0.0; test_loss = 0.19110869469295722; testMetric = 0.0
[2023-06-01 04:10:05,772][scr.models_trainer][INFO] - Epoch_35: trainLoss = 0.47218595215507797: valLoss = 0.31224667627244374: valMetric = 0.0; test_loss = 0.22879296082205006; testMetric = 0.0
[2023-06-01 04:32:37,710][scr.models_trainer][INFO] - Epoch_36: trainLoss = 0.5130981884927929: valLoss = 0.5174015250790961: valMetric = 0.0; test_loss = 0.5173760035208294; testMetric = 0.0
[2023-06-01 04:55:07,580][scr.models_trainer][INFO] - Epoch_37: trainLoss = 0.5164246208581299: valLoss = 0.5152652759238837: valMetric = 0.0; test_loss = 0.5152394058448928; testMetric = 0.0
[2023-06-01 05:17:38,019][scr.models_trainer][INFO] - Epoch_38: trainLoss = 0.5136362927021508: valLoss = 0.5119502135959847: valMetric = 0.0; test_loss = 0.5119237963642392; testMetric = 0.0
[2023-06-01 05:40:08,091][scr.models_trainer][INFO] - Epoch_39: trainLoss = 0.5099472328625629: valLoss = 0.507944463206342: valMetric = 0.0; test_loss = 0.5079173871449062; testMetric = 0.0
[2023-06-01 06:02:38,858][scr.models_trainer][INFO] - Epoch_40: trainLoss = 0.505755298477669: valLoss = 0.5035811011232851: valMetric = 0.0; test_loss = 0.5035533138683864; testMetric = 0.0
[2023-06-01 06:25:08,158][scr.models_trainer][INFO] - Epoch_41: trainLoss = 0.5013144591945319: valLoss = 0.49925309353158376: valMetric = 0.0; test_loss = 0.4992245856140341; testMetric = 0.0
[2023-06-01 06:47:38,264][scr.models_trainer][INFO] - Epoch_42: trainLoss = 0.49867246625230566: valLoss = 0.4986940052872697: valMetric = 0.0; test_loss = 0.4986654009137835; testMetric = 0.0
[2023-06-01 07:10:07,800][scr.models_trainer][INFO] - Epoch_43: trainLoss = 0.49868965222080713: valLoss = 0.4987347507122281: valMetric = 0.0; test_loss = 0.49870615558964865; testMetric = 0.0
[2023-06-01 07:32:38,006][scr.models_trainer][INFO] - Epoch_44: trainLoss = 0.4987033864672879: valLoss = 0.4987357043865445: valMetric = 0.0; test_loss = 0.49870710926396505; testMetric = 0.0
[2023-06-01 07:55:07,965][scr.models_trainer][INFO] - Epoch_45: trainLoss = 0.4987043421658346: valLoss = 0.49873248451704427: valMetric = 0.0; test_loss = 0.4987038852913039; testMetric = 0.0
[2023-06-01 08:17:39,167][scr.models_trainer][INFO] - Epoch_46: trainLoss = 0.49870420065883814: valLoss = 0.49873552368919205: valMetric = 0.0; test_loss = 0.4987069272569248; testMetric = 0.0
[2023-06-01 08:40:09,689][scr.models_trainer][INFO] - Epoch_47: trainLoss = 0.49870437032840575: valLoss = 0.49873481020608357: valMetric = 0.0; test_loss = 0.4987062061471598; testMetric = 0.0
[2023-06-01 09:02:41,602][scr.models_trainer][INFO] - Epoch_48: trainLoss = 0.49870370886440557: valLoss = 0.4987357043865445: valMetric = 0.0; test_loss = 0.49870710926396505; testMetric = 0.0
[2023-06-01 09:25:13,498][scr.models_trainer][INFO] - Epoch_49: trainLoss = 0.49870492226575375: valLoss = 0.4987357043865445: valMetric = 0.0; test_loss = 0.49870710926396505; testMetric = 0.0
