[2023-05-23 09:28:13,297][root][INFO] - Model saved as :2305230928
[2023-05-23 09:28:13,298][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.1}
[2023-05-23 09:28:13,298][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': True, 'lr': 1e-06, 'weight_decay': 0.9}
[2023-05-23 09:33:15,239][scr.models_trainer][INFO] - Epoch_0: trainLoss = 45948447.818332456: valLoss = 3367263331.7788944: valMetric = 18.389435922014584; test_loss = 6318618332.215054; testMetric = 13.168141719403376
[2023-05-23 09:38:10,761][scr.models_trainer][INFO] - Epoch_1: trainLoss = 2841893459838.1104: valLoss = 28402882237836.223: valMetric = 16.45703440257182; test_loss = 33993660127958.71; testMetric = 9.35360039918402
[2023-05-23 09:43:15,365][scr.models_trainer][INFO] - Epoch_2: trainLoss = 310320746211821.06: valLoss = 3018609081104044.5: valMetric = 18.389435922014584; test_loss = 4235203222956538.5; testMetric = 13.168141719403376
[2023-05-23 09:48:21,936][scr.models_trainer][INFO] - Epoch_3: trainLoss = 6612034923895891.0: valLoss = 4.093344246647683e+16: valMetric = 18.389482893076167; test_loss = 5.1806078202617416e+16; testMetric = 13.182762188575506
[2023-05-23 09:53:17,425][scr.models_trainer][INFO] - Epoch_4: trainLoss = 6.54674897418485e+16: valLoss = 9.764657653563803e+16: valMetric = 16.448398677414854; test_loss = 1.3383344191459142e+17; testMetric = 9.34024569239098
[2023-05-23 09:58:20,142][scr.models_trainer][INFO] - Epoch_5: trainLoss = 4.0045166247687974e+17: valLoss = 4.843166569603205e+17: valMetric = 16.448398677414854; test_loss = 6.197660679521588e+17; testMetric = 9.34024569239098
[2023-05-23 10:03:21,371][scr.models_trainer][INFO] - Epoch_6: trainLoss = 1.9171341569894392e+18: valLoss = 3.77017473920251e+18: valMetric = 16.448398677414854; test_loss = 5.189158918844461e+18; testMetric = 9.34024569239098
[2023-05-23 10:08:07,426][scr.models_trainer][INFO] - Epoch_7: trainLoss = 7.50049968763756e+18: valLoss = 3.6475046265825755e+19: valMetric = 16.448398677414854; test_loss = 4.645362959926755e+19; testMetric = 9.351009277031425
[2023-05-23 10:12:55,922][scr.models_trainer][INFO] - Epoch_8: trainLoss = 2.4246861763930857e+19: valLoss = 7.624086851503407e+19: valMetric = 16.448398677414854; test_loss = 9.513723959263858e+19; testMetric = 9.340501932477691
[2023-05-23 10:17:51,108][scr.models_trainer][INFO] - Epoch_9: trainLoss = 6.878127288093647e+19: valLoss = 7.165565075754711e+19: valMetric = 16.448398677414854; test_loss = 7.696104714170755e+19; testMetric = 9.34024569239098
[2023-05-23 10:22:41,919][scr.models_trainer][INFO] - Epoch_10: trainLoss = 1.7388785506902154e+20: valLoss = 1.1475305927750506e+21: valMetric = 16.449395864221643; test_loss = 1.6647279063871896e+21; testMetric = 9.344872305493274
[2023-05-23 10:27:29,920][scr.models_trainer][INFO] - Epoch_11: trainLoss = 4.0338615143577466e+20: valLoss = 1.2163437145959278e+21: valMetric = 16.448398677414854; test_loss = 1.617407500771134e+21; testMetric = 9.34024569239098
[2023-05-23 10:32:22,397][scr.models_trainer][INFO] - Epoch_12: trainLoss = 8.522962207742857e+20: valLoss = 8.804233072776618e+20: valMetric = 16.448398677414854; test_loss = 9.79316150874093e+20; testMetric = 9.34024569239098
[2023-05-23 10:37:11,259][scr.models_trainer][INFO] - Epoch_13: trainLoss = 1.817319182403337e+21: valLoss = 2.1738386975488567e+21: valMetric = 16.448398677414854; test_loss = 2.528855360298918e+21; testMetric = 9.34024569239098
[2023-05-23 10:41:56,847][scr.models_trainer][INFO] - Epoch_14: trainLoss = 3.667526320584638e+21: valLoss = 6.158604188192216e+21: valMetric = 16.448398677414854; test_loss = 7.960499018383261e+21; testMetric = 9.34024569239098
[2023-05-23 10:46:56,136][scr.models_trainer][INFO] - Epoch_15: trainLoss = 6.617776940216806e+21: valLoss = 7.591474784997483e+21: valMetric = 16.448398677414854; test_loss = 9.037761594714369e+21; testMetric = 9.34024569239098
[2023-05-23 10:52:07,995][scr.models_trainer][INFO] - Epoch_16: trainLoss = 1.1300330755218643e+22: valLoss = 1.8791189642450544e+22: valMetric = 16.448398677414854; test_loss = 2.550182360290191e+22; testMetric = 9.34024569239098
[2023-05-23 10:57:24,088][scr.models_trainer][INFO] - Epoch_17: trainLoss = 1.8359621567811294e+22: valLoss = 1.8504472484613924e+22: valMetric = 16.448398677414854; test_loss = 2.0782760567864583e+22; testMetric = 9.34024569239098
[2023-05-23 11:02:36,279][scr.models_trainer][INFO] - Epoch_18: trainLoss = 2.662479215655352e+22: valLoss = 2.8449406719048536e+22: valMetric = 16.448398677414854; test_loss = 2.984865511548459e+22; testMetric = 9.34024569239098
[2023-05-23 11:07:43,296][scr.models_trainer][INFO] - Epoch_19: trainLoss = 3.900684216245738e+22: valLoss = 2.876555912759596e+23: valMetric = 16.451995330630186; test_loss = 4.23313026994936e+23; testMetric = 9.341709275007615
[2023-05-23 11:12:52,116][scr.models_trainer][INFO] - Epoch_20: trainLoss = 5.527909066547359e+22: valLoss = 6.129611917495583e+22: valMetric = 16.448398677414854; test_loss = 6.431815677987491e+22; testMetric = 9.34024569239098
[2023-05-23 11:18:03,650][scr.models_trainer][INFO] - Epoch_21: trainLoss = 7.327241330641445e+22: valLoss = 6.403892485457688e+22: valMetric = 16.448398677414854; test_loss = 8.260342422538623e+22; testMetric = 9.34024569239098
[2023-05-23 11:23:05,164][scr.models_trainer][INFO] - Epoch_22: trainLoss = 9.083062140337982e+22: valLoss = 2.140243925544396e+23: valMetric = 16.448398677414854; test_loss = 2.377729318888149e+23; testMetric = 9.34024569239098
[2023-05-23 11:27:54,570][scr.models_trainer][INFO] - Epoch_23: trainLoss = 1.1102998499058066e+23: valLoss = 9.943662160753356e+22: valMetric = 16.448398677414854; test_loss = 1.0477551978513624e+23; testMetric = 9.34024569239098
[2023-05-23 11:32:51,619][scr.models_trainer][INFO] - Epoch_24: trainLoss = 1.3828831541607615e+23: valLoss = 1.9848712978846407e+23: valMetric = 16.448398677414854; test_loss = 2.29584509806457e+23; testMetric = 9.34024569239098
[2023-05-23 11:37:44,700][scr.models_trainer][INFO] - Epoch_25: trainLoss = 1.6612867315212245e+23: valLoss = 1.5108219984428162e+23: valMetric = 16.448398677414854; test_loss = 1.8488011891226004e+23; testMetric = 9.34024569239098
[2023-05-23 11:42:36,615][scr.models_trainer][INFO] - Epoch_26: trainLoss = 1.9508267691848003e+23: valLoss = 2.3062009782261208e+23: valMetric = 16.448398677414854; test_loss = 2.6452727250403148e+23; testMetric = 9.34024569239098
[2023-05-23 11:47:32,419][scr.models_trainer][INFO] - Epoch_27: trainLoss = 2.2994891156455866e+23: valLoss = 3.932100478216256e+23: valMetric = 16.448398677414854; test_loss = 4.8170607904148613e+23; testMetric = 9.34024569239098
[2023-05-23 11:52:21,068][scr.models_trainer][INFO] - Epoch_28: trainLoss = 2.6480272770793614e+23: valLoss = 3.981851806893361e+23: valMetric = 16.448398677414854; test_loss = 5.009866510269786e+23; testMetric = 9.34024569239098
[2023-05-23 11:57:07,273][scr.models_trainer][INFO] - Epoch_29: trainLoss = 3.093973422896876e+23: valLoss = 8.292072689486779e+23: valMetric = 16.448398677414854; test_loss = 7.233978545501544e+23; testMetric = 9.34024569239098
[2023-05-23 12:01:58,047][scr.models_trainer][INFO] - Epoch_30: trainLoss = 3.532067549183009e+23: valLoss = 2.903389146168113e+23: valMetric = 16.448398677414854; test_loss = 3.1205675908379184e+23; testMetric = 9.34024569239098
[2023-05-23 12:06:47,066][scr.models_trainer][INFO] - Epoch_31: trainLoss = 3.8818376403185974e+23: valLoss = 2.6392468573897783e+24: valMetric = 17.87802776666412; test_loss = 1.9287174513876154e+24; testMetric = 9.47968506978679
[2023-05-23 12:11:42,663][scr.models_trainer][INFO] - Epoch_32: trainLoss = 4.415142138287804e+23: valLoss = 6.900020563287427e+23: valMetric = 16.448398677414854; test_loss = 9.099325307117416e+23; testMetric = 9.34024569239098
[2023-05-23 12:16:41,976][scr.models_trainer][INFO] - Epoch_33: trainLoss = 4.885729511083003e+23: valLoss = 7.397213813179684e+23: valMetric = 16.448398677414854; test_loss = 8.242276515076919e+23; testMetric = 9.34024569239098
[2023-05-23 12:21:34,881][scr.models_trainer][INFO] - Epoch_34: trainLoss = 5.2882941483366044e+23: valLoss = 4.9835499419747665e+23: valMetric = 16.448398677414854; test_loss = 6.45704051486233e+23; testMetric = 9.34024569239098
[2023-05-23 12:26:30,850][scr.models_trainer][INFO] - Epoch_35: trainLoss = 5.693274995013042e+23: valLoss = 6.785173255540469e+23: valMetric = 16.448398677414854; test_loss = 8.219921701240628e+23; testMetric = 9.34024569239098
[2023-05-23 12:31:34,238][scr.models_trainer][INFO] - Epoch_36: trainLoss = 6.109769782317572e+23: valLoss = 6.071422131593245e+23: valMetric = 16.448398677414854; test_loss = 7.44706689358589e+23; testMetric = 9.34024569239098
