[2023-05-25 13:33:21,878][root][INFO] - Model saved as :2305251333
[2023-05-25 13:33:21,878][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.1}
[2023-05-25 13:33:21,878][root][INFO] - {'_partial_': True, '_target_': 'torch.nn.functional.binary_cross_entropy_with_logits'}
[2023-05-25 13:33:21,879][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': False, 'lr': 1e-06, 'weight_decay': 0.9}
[2023-05-25 13:38:37,111][scr.models_trainer][INFO] - Epoch_0: trainLoss = 0.6573877421756614: valLoss = 0.6414795414586763: valMetric = 0.0; test_loss = 0.6076078225848496; testMetric = 0.0
[2023-05-25 13:43:43,779][scr.models_trainer][INFO] - Epoch_1: trainLoss = 0.6454975069009395: valLoss = 0.6617788077149559: valMetric = 0.015239287572948861; test_loss = 0.6254665944524991; testMetric = 0.022114764297024157
[2023-05-25 13:48:51,135][scr.models_trainer][INFO] - Epoch_2: trainLoss = 0.6379952169063349: valLoss = 0.6577495370977487: valMetric = 11.775469712735292; test_loss = 0.6303506227590705; testMetric = 19.032612476430668
[2023-05-25 13:54:47,736][scr.models_trainer][INFO] - Epoch_3: trainLoss = 0.6298327923877552: valLoss = 0.6891970407947823: valMetric = 16.73673511247132; test_loss = 0.7088679950083455; testMetric = 9.34024569239098
[2023-05-25 14:04:01,453][scr.models_trainer][INFO] - Epoch_4: trainLoss = 0.6242070117060156: valLoss = 0.6565579339562349: valMetric = 5.673866403916221; test_loss = 0.6327838950580166; testMetric = 7.543712106388436
[2023-05-25 14:10:49,836][scr.models_trainer][INFO] - Epoch_5: trainLoss = 0.6185463083723624: valLoss = 0.6593999092902371: valMetric = 11.507095160553611; test_loss = 0.6378590980524658; testMetric = 16.237410882690487
[2023-05-25 14:15:55,027][scr.models_trainer][INFO] - Epoch_6: trainLoss = 0.614129564011995: valLoss = 0.6792660453286602: valMetric = 13.833084730974342; test_loss = 0.7101747451290008; testMetric = 9.422538254336297
[2023-05-25 14:21:04,028][scr.models_trainer][INFO] - Epoch_7: trainLoss = 0.6115920373044655: valLoss = 0.747680008973009: valMetric = 16.723932169051103; test_loss = 0.8735005797878388; testMetric = 9.34024569239098
[2023-05-25 14:26:11,047][scr.models_trainer][INFO] - Epoch_8: trainLoss = 0.6078375525453418: valLoss = 0.7566647661952817: valMetric = 16.547481577340783; test_loss = 0.8857902362141558; testMetric = 9.34024569239098
[2023-05-25 14:31:18,082][scr.models_trainer][INFO] - Epoch_9: trainLoss = 0.60428293990948: valLoss = 0.6738620487664213: valMetric = 15.231486436773308; test_loss = 0.6724102580419151; testMetric = 9.343953107897063
[2023-05-25 14:36:33,294][scr.models_trainer][INFO] - Epoch_10: trainLoss = 0.6036509178765943: valLoss = 0.8650838749193067: valMetric = 15.802537226685343; test_loss = 1.1914644901470473; testMetric = 9.34173081206989
[2023-05-25 14:41:43,802][scr.models_trainer][INFO] - Epoch_11: trainLoss = 0.5996621146688081: valLoss = 0.7791001249348098: valMetric = 15.421401061244564; test_loss = 0.9660627755426592; testMetric = 9.340378128471178
[2023-05-25 14:46:53,104][scr.models_trainer][INFO] - Epoch_12: trainLoss = 0.5978434430795723: valLoss = 0.669893142940411: valMetric = 11.293321222377552; test_loss = 0.6845720650688294; testMetric = 9.952231713838268
[2023-05-25 14:52:01,943][scr.models_trainer][INFO] - Epoch_13: trainLoss = 0.5974420121008396: valLoss = 0.6748538642148276: valMetric = 14.05593973345418; test_loss = 0.6966482607587692; testMetric = 9.481042526499492
[2023-05-25 15:01:21,263][scr.models_trainer][INFO] - Epoch_14: trainLoss = 0.5997634509817712: valLoss = 0.6850771946673417: valMetric = 12.905333477841955; test_loss = 0.7394635792701475; testMetric = 10.98849186738781
[2023-05-25 15:07:32,478][scr.models_trainer][INFO] - Epoch_15: trainLoss = 0.5997568030829268: valLoss = 0.6559362581477093: valMetric = 0.0; test_loss = 0.651385266133534; testMetric = 0.0
[2023-05-25 15:16:03,548][scr.models_trainer][INFO] - Epoch_16: trainLoss = 0.6019928803824252: valLoss = 0.6753827686136092: valMetric = 0.0; test_loss = 0.7185880234164577; testMetric = 0.0
[2023-05-25 15:25:30,537][scr.models_trainer][INFO] - Epoch_17: trainLoss = 0.6027453076540104: valLoss = 0.6515552245417432: valMetric = 0.0; test_loss = 0.6410738934752762; testMetric = 0.0
[2023-05-25 15:31:12,877][scr.models_trainer][INFO] - Epoch_18: trainLoss = 0.603540481686416: valLoss = 0.6567868542805988: valMetric = 0.0; test_loss = 0.6333261004058264; testMetric = 0.0
[2023-05-25 15:36:18,207][scr.models_trainer][INFO] - Epoch_19: trainLoss = 0.602850002288114: valLoss = 0.7645715712452653: valMetric = 11.523224363456489; test_loss = 0.9619481762250265; testMetric = 9.546685081631681
[2023-05-25 15:41:20,647][scr.models_trainer][INFO] - Epoch_20: trainLoss = 0.6056362857142439: valLoss = 0.6466256239306387: valMetric = 0.0; test_loss = 0.6176861067933421; testMetric = 0.0
[2023-05-25 15:46:24,557][scr.models_trainer][INFO] - Epoch_21: trainLoss = 0.6065488394993623: valLoss = 0.6398717993542776: valMetric = 0.0; test_loss = 0.6209536318176536; testMetric = 0.0
