[2023-05-16 18:42:32,527][root][INFO] - Model saved as :2305161842
[2023-05-16 18:42:32,528][root][INFO] - {'_target_': 'models.unet.UNetFlood', 'dropout': True, 'prob': True}
[2023-05-16 18:47:27,630][scr.models_trainer][INFO] - Epoch_0: trainLoss = 17.661879952789132: valLoss = 0.25248700430401455: valMetric = 0.0; test_loss = 0.21181780236062184; testMetric = 0.0
[2023-05-16 18:52:25,145][scr.models_trainer][INFO] - Epoch_1: trainLoss = 4.254051377554415: valLoss = 0.2020731025814762: valMetric = 0.0; test_loss = 0.135787691119858; testMetric = 0.0
[2023-05-16 18:57:22,630][scr.models_trainer][INFO] - Epoch_2: trainLoss = 3.8797749384746334: valLoss = 0.31522323745103953: valMetric = 0.0; test_loss = 0.2348248215532431; testMetric = 0.0
[2023-05-16 19:02:13,962][scr.models_trainer][INFO] - Epoch_3: trainLoss = 2.217405036628145: valLoss = 0.3302824716485894: valMetric = 0.0; test_loss = 0.22649857598126574; testMetric = 0.0
[2023-05-16 19:07:03,637][scr.models_trainer][INFO] - Epoch_4: trainLoss = 1.217958724680588: valLoss = 0.5728552000007437: valMetric = 0.0; test_loss = 0.5205771189223054; testMetric = 0.0
[2023-05-16 19:11:59,338][scr.models_trainer][INFO] - Epoch_5: trainLoss = 3.4143502976146567: valLoss = 0.6083627937726639: valMetric = 0.0; test_loss = 0.5813838932462918; testMetric = 0.0
[2023-05-16 19:16:51,818][scr.models_trainer][INFO] - Epoch_6: trainLoss = 0.5037870318888797: valLoss = 0.4402641959900233: valMetric = 0.0; test_loss = 0.36247870646497254; testMetric = 0.0
[2023-05-16 19:21:43,148][scr.models_trainer][INFO] - Epoch_7: trainLoss = 1.550965418786813: valLoss = 0.17864371596100792: valMetric = 0.0; test_loss = 0.002113848413911558; testMetric = 0.0
[2023-05-16 19:26:40,708][scr.models_trainer][INFO] - Epoch_8: trainLoss = 3.5012645974859846: valLoss = 0.14419876493760894: valMetric = 0.0; test_loss = 0.012551861424599924; testMetric = 0.0
[2023-05-16 19:31:33,373][scr.models_trainer][INFO] - Epoch_9: trainLoss = 20.56003131432598: valLoss = 0.24936039702283527: valMetric = 0.0; test_loss = 0.1914647451081809; testMetric = 0.0
[2023-05-16 19:36:24,468][scr.models_trainer][INFO] - Epoch_10: trainLoss = 586.6625498380203: valLoss = 0.0: valMetric = 0.0; test_loss = 0.0; testMetric = 0.0
[2023-05-16 19:41:21,563][scr.models_trainer][INFO] - Epoch_11: trainLoss = 90.90049391497611: valLoss = 0.055151680737116515: valMetric = 0.0; test_loss = 0.018102098817145952; testMetric = 0.0
[2023-05-16 19:46:12,143][scr.models_trainer][INFO] - Epoch_12: trainLoss = 492.3003652523513: valLoss = 0.38751276613601565: valMetric = 0.0; test_loss = 0.31920290898571735; testMetric = 0.0
[2023-05-16 19:51:04,629][scr.models_trainer][INFO] - Epoch_13: trainLoss = 5.565891483901055: valLoss = 0.3295051348767122: valMetric = 0.0; test_loss = 0.23248461433636244; testMetric = 0.0
[2023-05-16 19:56:02,328][scr.models_trainer][INFO] - Epoch_14: trainLoss = 31.79221276473821: valLoss = 0.0044130867024236905: valMetric = 0.0; test_loss = 0.03202906491294984; testMetric = 0.0
[2023-05-16 20:00:54,421][scr.models_trainer][INFO] - Epoch_15: trainLoss = 3.9959800274236454: valLoss = 0.029243560108629958: valMetric = 0.0; test_loss = 0.006998869388299163; testMetric = 0.0
[2023-05-16 20:05:45,533][scr.models_trainer][INFO] - Epoch_16: trainLoss = 1.0320820220890226: valLoss = 0.6106666388591498: valMetric = 0.0; test_loss = 0.6727593810327591; testMetric = 0.0
[2023-05-16 20:10:40,827][scr.models_trainer][INFO] - Epoch_17: trainLoss = 2.080099773363704: valLoss = 0.22604065079911234: valMetric = 0.0; test_loss = 0.17512785619305027; testMetric = 0.0
[2023-05-16 20:15:33,721][scr.models_trainer][INFO] - Epoch_18: trainLoss = 2.504636962555453: valLoss = 0.25277431787860527: valMetric = 0.0; test_loss = 0.18675239258433282; testMetric = 0.0
[2023-05-16 20:20:25,026][scr.models_trainer][INFO] - Epoch_19: trainLoss = 4.918753408323295: valLoss = 0.17709584125877012: valMetric = 0.0; test_loss = 0.005355162316767727; testMetric = 0.0
[2023-05-16 20:25:16,937][scr.models_trainer][INFO] - Epoch_20: trainLoss = 13.371882767198503: valLoss = 0.3580472133585706: valMetric = 0.0; test_loss = 0.2828942847348029; testMetric = 0.0
[2023-05-16 20:30:09,264][scr.models_trainer][INFO] - Epoch_21: trainLoss = 0.6883626454796388: valLoss = 0.28356874640095026: valMetric = 0.0; test_loss = 0.2018500579300747; testMetric = 0.0
[2023-05-16 20:35:01,541][scr.models_trainer][INFO] - Epoch_22: trainLoss = 5.124434937185222: valLoss = 0.014948204187231709: valMetric = 0.0; test_loss = 9.665512029201753e-05; testMetric = 0.0
[2023-05-16 20:39:53,653][scr.models_trainer][INFO] - Epoch_23: trainLoss = 2.2009238552514714: valLoss = 0.008572412295274006: valMetric = 0.0; test_loss = 0.005190772783031226; testMetric = 0.0
[2023-05-16 20:44:45,563][scr.models_trainer][INFO] - Epoch_24: trainLoss = 5.679301875691012: valLoss = 0.05112617405470175: valMetric = 0.0; test_loss = 0.001025084268207216; testMetric = 0.0
[2023-05-16 20:49:36,290][scr.models_trainer][INFO] - Epoch_25: trainLoss = 105.328128150136: valLoss = 0.8487440410570882: valMetric = 0.0; test_loss = 0.829278717758835; testMetric = 0.0
[2023-05-16 20:54:27,399][scr.models_trainer][INFO] - Epoch_26: trainLoss = 1.2394210258633533: valLoss = 0.2680053820215802: valMetric = 0.0; test_loss = 0.16748244780045685; testMetric = 0.0
[2023-05-16 20:59:22,294][scr.models_trainer][INFO] - Epoch_27: trainLoss = 1.116096571205506: valLoss = 0.5864819819903254: valMetric = 0.0; test_loss = 0.6240123321292221; testMetric = 0.0
[2023-05-16 21:04:16,011][scr.models_trainer][INFO] - Epoch_28: trainLoss = 1.3523753476338694: valLoss = 0.2806608538704638: valMetric = 0.0; test_loss = 0.13338079119241367; testMetric = 0.0
[2023-05-16 21:09:09,313][scr.models_trainer][INFO] - Epoch_29: trainLoss = 4.63413695791642: valLoss = 0.21777700806673073: valMetric = 0.0; test_loss = 0.1459280567003354; testMetric = 0.0
[2023-05-16 21:14:07,590][scr.models_trainer][INFO] - Epoch_30: trainLoss = 1.0721713604637162: valLoss = 0.28435875676588473: valMetric = 0.0; test_loss = 0.30609526899730866; testMetric = 0.0
